"","eventcode","LastName","FirstName","Age","Gender","eventtype","agegroup","entrytime","final_time","finallane","place"
"47","D02NE      ","Donovan"," Kim M              ","46","FF"," 5001","UNOV03262010"," 6:40.00Y","          7:03.51Y"," 2"," 11"
"48","D02NE      ","Donovan"," Kim M              ","46","FF","  503","UNOV03262010","   34.71Y","            33.83Y"," 8","  1"
"49","D02NE      ","Donovan"," Kim M              ","46","FF"," 1005","UNOV03262010"," 1:14.00Y","          1:11.79Y"," 2","  6"
"50","D02NE      ","Donovan"," Kim M              ","46","FF","  504","UNOV03272010","   30.95Y","            30.72Y"," 5","  5"
"51","D02NE      ","Donovan"," Kim M              ","46","FF"," 2001","UNOV03272010"," 2:30.00Y","          2:28.27Y"," 7"," 17"
"52","D02NE      ","Donovan"," Kim M              ","46","FF"," 1003","UNOV03272010"," 1:17.75Y","          1:16.40Y"," 4","  1"
"53","D02NE      ","Donovan"," Kim M              ","46","FF"," 1001","UNOV03282010"," 1:03.00Y","          1:03.73Y"," 7","  6"
"54","D02NE      ","Edelman"," Paul T             ","54","MM","  503","UNOV03262010","   33.98Y","            34.36Y"," 5","  9"
"55","D02NE      ","Edelman"," Paul T             ","54","MM"," 1005","UNOV03262010"," 1:17.40Y","          1:14.54Y"," 4"," 23"
"56","D02NE      ","Edelman"," Paul T             ","54","MM","  504","UNOV03272010","   32.00Y","            32.78Y"," 6"," 19"
"57","D02NE      ","Edelman"," Paul T             ","54","MM"," 2001","UNOV03272010"," 2:22.00Y","          2:24.49Y"," 6"," 21"
"58","D02NE      ","Edelman"," Paul T             ","54","MM"," 5001","UNOV03282010"," 6:33.00Y","          6:40.21Y"," 2"," 15"
"59","D02NE      ","Edelman"," Paul T             ","54","MM"," 2005","UNOV03282010"," 2:50.00Y","          2:53.71Y"," 2"," 14"
"60","D02NE      ","Edelman"," Paul T             ","54","MM"," 2003","UNOV03282010"," 2:55.00Y","          3:07.81Y"," 4"," 11"
"61","D02NE      ","Edelman"," Paul T             ","54","MM"," 1001","UNOV03282010"," 1:03.90Y","          1:05.52Y"," 6"," 22"
"62","D02NE      ","Geist"," Dan                  ","53","MM","  501","UNOV03262010","   30.00Y","            30.97Y"," 8"," 23"
"63","D02NE      ","Geist"," Dan                  ","53","MM","  503","UNOV03262010","   38.00Y","            41.17Y"," 4"," 15"
"64","D02NE      ","Geist"," Dan                  ","53","MM"," 1005","UNOV03262010"," 1:25.00Y","          1:25.45Y"," 7"," 29"
"65","D02NE      ","Geist"," Dan                  ","53","MM","  504","UNOV03272010","   38.00Y","            37.98Y"," 3"," 24"
"66","D02NE      ","Geist"," Dan                  ","53","MM"," 2001","UNOV03272010"," 3:00.00Y","          2:49.78Y"," 5"," 30"
"67","D02NE      ","Geist"," Dan                  ","53","MM","  502","UNOV03282010","   38.00Y","            44.06Y"," 6"," 20"
"68","D02NE      ","Geist"," Dan                  ","53","MM"," 1001","UNOV03282010"," 1:18.00Y","          1:13.52Y"," 1"," 27"
"69","D02NE      ","Glines"," Susie L             ","58","FF"," 1002","UNOV03262010"," 1:40.00Y","          1:40.00Y"," 5","  8"
"70","D02NE      ","Glines"," Susie L             ","58","FF","  501","UNOV03262010","   37.87Y","            37.41Y"," 8"," 11"
"71","D02NE      ","Glines"," Susie L             ","58","FF"," 1005","UNOV03262010"," 1:39.00Y","          1:39.65Y"," 8","  9"
"72","D02NE      ","Glines"," Susie L             ","58","FF"," 2001","UNOV03272010"," 3:10.00Y","          3:08.86Y"," 3","  8"
"73","D02NE      ","Glines"," Susie L             ","58","FF"," 2002","UNOV03272010"," 3:43.00Y","          3:44.97Y"," 2","  4"
"74","D02NE      ","Glines"," Susie L             ","58","FF","  502","UNOV03282010","   43.52Y","            44.04Y"," 5","  6"
"75","D02NE      ","Glines"," Susie L             ","58","FF"," 1001","UNOV03282010"," 1:25.00Y","          1:23.18Y"," 2","  7"
"76","D02NE      ","Goar"," Dudley C              ","40","MM"," 4005","UNOV03272010"," 6:50.00Y","          7:12.79Y"," 2"," 10"
"77","D02NE      ","Goar"," Dudley C              ","40","MM","  504","UNOV03272010","   45.00Y","            36.39Y"," 6"," 32"
"78","D02NE      ","Goar"," Dudley C              ","40","MM"," 2001","UNOV03272010"," 2:45.00Y","          2:40.30Y"," 3"," 28"
"79","D02NE      ","Goldberg"," Matthew D         ","38","MM","  504","UNOV03272010","   30.00Y","            29.69Y"," 5"," 15"
"80","D02NE      ","Goldberg"," Matthew D         ","38","MM"," 2001","UNOV03272010"," 2:20.00Y","          2:13.61Y"," 4"," 16"
"81","D02NE      ","Goldberg"," Matthew D         ","38","MM"," 2005","UNOV03282010"," 2:30.44Y","          2:34.19Y"," 3"," 13"
"82","D02NE      ","Goldberg"," Matthew D         ","38","MM"," 2003","UNOV03282010"," 2:45.00Y","          2:48.76Y"," 1"," 10"
"83","D02NE      ","Goldberg"," Matthew D         ","38","MM"," 1001","UNOV03282010","   59.46Y","          1:00.81Y"," 2"," 20"
"84","D02NE      ","Gothorpe"," Amy L             ","34","FF","  504","UNOV03272010","   38.50Y","            36.20Y"," 5"," 12"
"85","D02NE      ","Gothorpe"," Amy L             ","34","FF"," 2001","UNOV03272010"," 2:40.77Y","          2:33.06Y"," 3"," 13"
"86","D02NE      ","Gothorpe"," Amy L             ","34","FF"," 1003","UNOV03272010"," 1:30.00Y","          1:25.28Y"," 4","  7"
"87","D02NE      ","Gothorpe"," Amy L             ","34","FF"," 1001","UNOV03282010"," 1:11.74Y","          1:08.30Y"," 3"," 14"
"88","D02NE      ","Hart"," David C               ","51","MM"," 1002","UNOV03262010"," 1:15.00Y","          1:10.56Y"," 4"," 13"
"89","D02NE      ","Hart"," David C               ","51","MM","  501","UNOV03262010","   29.00Y","            29.35Y"," 7"," 22"
"90","D02NE      ","Hart"," David C               ","51","MM","  502","UNOV03282010","   33.00Y","            32.50Y"," 7"," 13"
"91","D02NE      ","Hart"," David C               ","51","MM"," 1001","UNOV03282010"," 1:03.00Y","          1:04.54Y"," 5"," 19"
"92","D02NE      ","Hendrickson"," Nancy L        ","57","FF","16501","UNOV03202010","26:54.00Y","         27:29.33Y"," 2","  4"
"93","D02NE      ","Hobson"," Paula M             ","46","FF","10001","UNOV03202010","15:30.00Y","         14:10.20Y"," 6","  9"
"94","D02NE      ","Hobson"," Paula M             ","46","FF"," 2004","UNOV03262010"," 3:20.00Y","          3:24.35Y"," 1","  3"
"95","D02NE      ","Key"," Christine S            ","50","FF"," 1002","UNOV03262010"," 1:32.15Y","          1:33.16Y"," 7"," 11"
"96","D02NE      ","Key"," Christine S            ","50","FF","  501","UNOV03262010","   36.20Y","            33.24Y"," 1"," 14"
"97","D02NE      ","Key"," Christine S            ","50","FF"," 1005","UNOV03262010"," 1:30.50Y","          1:26.70Y"," 5"," 12"
"98","D02NE      ","Key"," Christine S            ","50","FF"," 2005","UNOV03282010"," 3:02.04Y","          3:07.75Y"," 3","  5"
"99","D02NE      ","Key"," Christine S            ","50","FF"," 1004","UNOV03282010"," 1:30.80Y","          1:30.12Y"," 4","  6"
"100","D02NE      ","Key"," Christine S            ","50","FF","  502","UNOV03282010","   43.44Y","            43.55Y"," 4"," 11"
"101","D02NE      ","Key"," Christine S            ","50","FF"," 1001","UNOV03282010"," 1:16.85Y","          1:14.89Y"," 3"," 10"
"102","D02NE      ","Kirkpatrick"," Andrew W       ","39","MM"," 1001","UNOV03282010","   55.00Y","            52.63Y"," 6","  9"
"103","D02NE      ","Kovacs"," Chris E             ","40","MM"," 1002","UNOV03262010","   57.42Y","            55.03Y"," 3","  2"
"104","D02NE      ","Kovacs"," Chris E             ","40","MM","  501","UNOV03262010","   24.50Y","            22.97Y"," 4","  3"
"105","D02NE      ","Kovacs"," Chris E             ","40","MM"," 1005","UNOV03262010","   58.63Y","            56.96Y"," 3","  3"
"106","D02NE      ","Kovacs"," Chris E             ","40","MM","  504","UNOV03272010","   25.58Y","            24.38Y"," 1","  1"
"107","D02NE      ","Kovacs"," Chris E             ","40","MM"," 2001","UNOV03272010"," 1:58.12Y","          1:53.28Y"," 4","  2"
"108","D02NE      ","Kovacs"," Chris E             ","40","MM"," 2002","UNOV03272010"," 2:07.69Y","          2:03.96Y"," 2","  1"
"109","D02NE      ","Kovacs"," Chris E             ","40","MM"," 2005","UNOV03282010"," 2:11.14Y","          2:05.88Y"," 1","  2"
"110","D02NE      ","Kovacs"," Chris E             ","40","MM","  502","UNOV03282010","   26.04Y","            25.35Y"," 4","  1"
"111","D02NE      ","Kovacs"," Chris E             ","40","MM"," 1001","UNOV03282010","   53.15Y","               DQY"," 7","  0"
"112","D02NE      ","Kovacs"," John J              ","42","MM"," 1002","UNOV03262010"," 1:15.00Y","          1:09.07Y"," 3"," 17"
"113","D02NE      ","Kovacs"," John J              ","42","MM"," 2004","UNOV03262010"," 3:00.00Y","          2:42.72Y"," 6","  4"
"114","D02NE      ","Kovacs"," John J              ","42","MM"," 1005","UNOV03262010"," 1:12.00Y","          1:08.53Y"," 6"," 24"
"115","D02NE      ","Kovacs"," John J              ","42","MM"," 4005","UNOV03272010"," 5:30.00Y","          5:18.91Y"," 5","  5"
"116","D02NE      ","Kovacs"," John J              ","42","MM","  504","UNOV03272010","   33.00Y","            29.81Y"," 6"," 21"
"117","D02NE      ","Kovacs"," John J              ","42","MM"," 2002","UNOV03272010"," 2:50.00Y","               NSY"," 8","  0"
"118","D02NE      ","Mackin"," Karen R             ","45","FF"," 5001","UNOV03262010"," 6:56.00Y","          7:19.48Y"," 3"," 12"
"119","D02NE      ","Mackin"," Karen R             ","45","FF"," 2004","UNOV03262010"," 3:53.00Y","          4:06.26Y"," 1","  5"
"120","D02NE      ","Makris"," Perry W             ","52","MM","  501","UNOV03262010","   32.00Y","            32.29Y"," 8"," 25"
"121","D02NE      ","Makris"," Perry W             ","52","MM"," 2001","UNOV03272010"," 2:32.00Y","          2:37.15Y"," 2"," 28"
"122","D02NE      ","Makris"," Perry W             ","52","MM"," 1001","UNOV03282010"," 1:11.50Y","          1:08.83Y"," 7"," 24"
"123","D02NE      ","McDowell"," Kendra            ","38","FF"," 5001","UNOV03262010"," 6:50.00Y","          6:42.31Y"," 5"," 13"
"124","D02NE      ","McDowell"," Kendra            ","38","FF"," 1002","UNOV03262010"," 1:15.34Y","          1:14.84Y"," 6"," 10"
"125","D02NE      ","McDowell"," Kendra            ","38","FF","  501","UNOV03262010","   29.05Y","            29.51Y"," 1"," 15"
"126","D02NE      ","McDowell"," Kendra            ","38","FF"," 1005","UNOV03262010"," 1:15.99Y","          1:17.94Y"," 2"," 15"
"127","D02NE      ","McDowell"," Kendra            ","38","FF"," 4005","UNOV03272010"," 6:15.32Y","          6:17.57Y"," 1","  6"
"128","D02NE      ","McDowell"," Kendra            ","38","FF","  504","UNOV03272010","   34.65Y","            35.05Y"," 8"," 15"
"129","D02NE      ","McDowell"," Kendra            ","38","FF"," 2001","UNOV03272010"," 2:26.87Y","          2:29.18Y"," 7"," 17"
"130","D02NE      ","McDowell"," Kendra            ","38","FF"," 2002","UNOV03272010"," 2:45.76Y","          2:48.16Y"," 6"," 14"
"131","D02NE      ","McDowell"," Kendra            ","38","FF"," 2005","UNOV03282010"," 2:50.63Y","          2:49.06Y"," 7"," 14"
"132","D02NE      ","McDowell"," Kendra            ","38","FF","  502","UNOV03282010","   34.82Y","            35.06Y"," 4","  8"
"133","D02NE      ","McDowell"," Kendra            ","38","FF"," 2003","UNOV03282010"," 3:15.00Y","          3:17.65Y"," 8","  6"
"134","D02NE      ","McDowell"," Kendra            ","38","FF"," 1001","UNOV03282010"," 1:04.05Y","          1:05.69Y"," 5"," 11"
"135","D02NE      ","McLaughlin"," Brian J         ","54","MM","16501","UNOV03202010","21:54.91Y","         20:53.46Y"," 7","  5"
"136","D02NE      ","McLaughlin"," Brian J         ","54","MM","  501","UNOV03262010","   27.73Y","            27.21Y"," 4"," 19"
"137","D02NE      ","McLaughlin"," Brian J         ","54","MM","  503","UNOV03262010","   40.07Y","            39.67Y"," 1"," 14"
"138","D02NE      ","McLaughlin"," Brian J         ","54","MM"," 1005","UNOV03262010"," 1:18.14Y","          1:16.28Y"," 7"," 24"
"139","D02NE      ","McLaughlin"," Brian J         ","54","MM"," 2001","UNOV03272010"," 2:17.21Y","          2:13.73Y"," 3"," 17"
"140","D02NE      ","McLaughlin"," Brian J         ","54","MM"," 1003","UNOV03272010"," 1:26.40Y","          1:25.99Y"," 8"," 14"
"141","D02NE      ","McLaughlin"," Brian J         ","54","MM"," 5001","UNOV03282010"," 6:14.07Y","          6:06.31Y"," 1"," 11"
"142","D02NE      ","McLaughlin"," Brian J         ","54","MM"," 2003","UNOV03282010"," 3:01.29Y","          2:59.13Y"," 4","  9"
"143","D02NE      ","McLaughlin"," Brian J         ","54","MM"," 1001","UNOV03282010"," 1:01.86Y","          1:01.06Y"," 1"," 17"
"144","D02NE      ","Penniman"," Mary Crain        ","57","FF","10001","UNOV03202010","18:00.00Y","         17:40.34Y"," 5","  7"
"145","D02NE      ","Petersen"," Catherine L       ","48","FF"," 1002","UNOV03262010"," 1:19.38Y","          1:18.49Y"," 5","  9"
"146","D02NE      ","Petersen"," Catherine L       ","48","FF","  501","UNOV03262010","   30.05Y","            29.48Y"," 5"," 12"
"147","D02NE      ","Petersen"," Catherine L       ","48","FF","  503","UNOV03262010","   39.04Y","            38.74Y"," 5","  7"
"148","D02NE      ","Petersen"," Catherine L       ","48","FF"," 1005","UNOV03262010"," 1:16.85Y","          1:14.11Y"," 5"," 10"
"149","D02NE      ","Petersen"," Catherine L       ","48","FF","  504","UNOV03272010","   33.00Y","            32.01Y"," 6","  8"
"150","D02NE      ","Petersen"," Catherine L       ","48","FF"," 1004","UNOV03282010"," 1:15.00Y","          1:13.13Y"," 3","  6"
"151","D02NE      ","Petersen"," Catherine L       ","48","FF","  502","UNOV03282010","   36.00Y","            35.39Y"," 1","  6"
"152","D02NE      ","Petersen"," Catherine L       ","48","FF"," 1001","UNOV03282010"," 1:05.91Y","          1:03.79Y"," 6","  7"
"153","D02NE      ","Ross"," Amy                   ","34","FF"," 1002","UNOV03262010"," 1:16.95Y","          1:15.29Y"," 6","  6"
"154","D02NE      ","Ross"," Amy                   ","34","FF","  501","UNOV03262010","   29.25Y","            29.48Y"," 2"," 10"
"155","D02NE      ","Ross"," Amy                   ","34","FF"," 1005","UNOV03262010"," 1:22.59Y","          1:21.48Y"," 2"," 14"
"156","D02NE      ","Ross"," Amy                   ","34","FF"," 2001","UNOV03272010"," 2:43.57Y","          2:30.81Y"," 1"," 12"
"157","D02NE      ","Ross"," Amy                   ","34","FF"," 2002","UNOV03272010"," 2:48.02Y","               DQY"," 3","  0"
"158","D02NE      ","Ross"," Amy                   ","34","FF","  502","UNOV03282010","   34.66Y","            34.07Y"," 7","  6"
"159","D02NE      ","Ross"," Amy                   ","34","FF"," 1001","UNOV03282010"," 1:06.03Y","          1:05.12Y"," 1"," 13"
"160","D02NE      ","Sands-Bohrer"," CB            ","49","FF","16501","UNOV03202010","22:50.00Y","         22:46.31Y"," 1","  3"
"161","D02NE      ","Schubert"," David A           ","48","MM","  501","UNOV03262010","   27.70Y","            27.15Y"," 1"," 23"
"162","D02NE      ","Schubert"," David A           ","48","MM","  504","UNOV03272010","   31.20Y","            29.13Y"," 3"," 20"
"163","D02NE      ","Schubert"," David A           ","48","MM"," 2001","UNOV03272010"," 2:15.10Y","          2:14.04Y"," 2"," 25"
"164","D02NE      ","Shoults"," Peter M            ","49","MM","  502","UNOV03282010","   34.00Y","            34.46Y"," 8"," 10"
"165","D02NE      ","Shoults"," Peter M            ","49","MM"," 1001","UNOV03282010"," 1:05.00Y","          1:05.88Y"," 6"," 26"
"166","D02NE      ","Smith"," Stephen              ","47","MM","  501","UNOV03262010","   27.00Y","            27.24Y"," 2"," 24"
"167","D02NE      ","Smith"," Stephen              ","47","MM","  503","UNOV03262010","   32.50Y","            32.11Y"," 5","  7"
"168","D02NE      ","Smith"," Stephen              ","47","MM"," 1005","UNOV03262010"," 1:20.00Y","          1:18.80Y"," 2"," 28"
"169","D02NE      ","Smith"," Stephen              ","47","MM","  504","UNOV03272010","   35.00Y","            31.00Y"," 4"," 27"
"170","D02NE      ","Smith"," Stephen              ","47","MM"," 2001","UNOV03272010"," 2:30.00Y","          2:29.76Y"," 2"," 37"
"171","D02NE      ","Smith"," Stephen              ","47","MM"," 1003","UNOV03272010"," 1:15.00Y","          1:11.21Y"," 6","  8"
"172","D02NE      ","Smith"," Stephen              ","47","MM"," 1001","UNOV03282010"," 1:00.00Y","          1:01.16Y"," 1"," 22"
"173","D02NE      ","Snooks"," John H              ","66","MM"," 1002","UNOV03262010"," 1:16.50Y","          1:16.30Y"," 3","  4"
"174","D02NE      ","Snooks"," John H              ","66","MM"," 1005","UNOV03262010"," 1:21.00Y","          1:21.83Y"," 1","  3"
"175","D02NE      ","Snooks"," John H              ","66","MM"," 2002","UNOV03272010"," 2:48.00Y","          2:49.13Y"," 1","  3"
"176","D02NE      ","Snooks"," John H              ","66","MM","  502","UNOV03282010","   33.80Y","            34.28Y"," 6","  3"
"177","D02NE      ","Song"," Mingjie               ","63","MM","  503","UNOV03262010","   42.00Y","            39.76Y"," 8"," 10"
"178","D02NE      ","Song"," Mingjie               ","63","MM"," 4005","UNOV03272010"," 6:40.00Y","          6:18.92Y"," 3","  6"
"179","D02NE      ","Song"," Mingjie               ","63","MM"," 2002","UNOV03272010"," 3:10.00Y","          2:55.88Y"," 1","  7"
"180","D02NE      ","Song"," Mingjie               ","63","MM"," 2005","UNOV03282010"," 3:01.00Y","          2:53.05Y"," 6","  6"
"181","D02NE      ","Song"," Mingjie               ","63","MM"," 2003","UNOV03282010"," 3:15.10Y","          3:10.19Y"," 4","  4"
"182","D02NE      ","Song"," Mingjie               ","63","MM","16501","UNOV03202010","25:15.00Y","         24:37.35Y"," 2","  4"
"183","D02NE      ","Song"," Mingjie               ","63","MM"," 1002","UNOV03262010"," 1:21.00Y","          1:19.98Y"," 3","  8"
"184","D02NE      ","Suvanto"," Ilkka T            ","66","MM"," 4005","UNOV03272010"," 7:00.00Y","          6:30.51Y"," 7","  2"
"185","D02NE      ","Terry"," James B              ","65","MM","10001","UNOV03202010","15:45.00Y","         15:58.21Y"," 1","  3"
"186","D02NE      ","Terry"," James B              ","65","MM"," 1002","UNOV03262010"," 1:37.00Y","          1:46.60Y"," 2"," 11"
"187","D02NE      ","Terry"," James B              ","65","MM","  501","UNOV03262010","   36.00Y","            35.54Y"," 3"," 15"
"188","D02NE      ","Terry"," James B              ","65","MM","  503","UNOV03262010","   46.00Y","            48.80Y"," 6","  6"
"189","D02NE      ","Terry"," James B              ","65","MM"," 1005","UNOV03262010"," 1:31.00Y","          1:40.77Y"," 8"," 10"
"190","D02NE      ","Terry"," James B              ","65","MM","  504","UNOV03272010","   45.00Y","            51.40Y"," 5","  9"
"191","D02NE      ","Terry"," James B              ","65","MM"," 2001","UNOV03272010"," 2:46.00Y","          2:56.73Y"," 2"," 10"
"192","D02NE      ","Terry"," James B              ","65","MM"," 1003","UNOV03272010"," 1:38.00Y","          1:46.96Y"," 8","  5"
"193","D02NE      ","Terry"," James B              ","65","MM"," 5001","UNOV03282010"," 7:30.00Y","          8:03.79Y"," 7","  8"
"194","D02NE      ","Terry"," James B              ","65","MM","  502","UNOV03282010","   47.00Y","            46.40Y"," 4","  8"
"195","D02NE      ","Terry"," James B              ","65","MM"," 2003","UNOV03282010"," 3:35.00Y","          3:51.92Y"," 8","  5"
"196","D02NE      ","Thomas"," Stirling H          ","42","MM","16501","UNOV03202010","19:02.85Y","         19:07.72Y"," 5","  1"
"197","D02NE      ","Thompson"," Kirsten J         ","44","FF","16501","UNOV03202010","19:41.96Y","         19:31.28Y"," 6","  1"
"198","D02NE      ","Thompson"," Kirsten J         ","44","FF"," 5001","UNOV03262010"," 5:48.10Y","          5:39.32Y"," 1","  1"
"199","D02NE      ","Thompson"," Kirsten J         ","44","FF"," 2001","UNOV03272010"," 2:08.50Y","          2:07.31Y"," 5","  1"
"200","D02NE      ","Thompson"," Kirsten J         ","44","FF"," 2002","UNOV03272010"," 2:34.00Y","          2:30.31Y"," 1","  2"
"201","D02NE      ","Traynor"," Valerie M          ","53","FF","16501","UNOV03202010","40:00.00Y","         29:43.74Y"," 1","  7"
"202","D02NE      ","Wang"," Helen                 ","42","FF","10001","UNOV03202010","17:40.00Y","         16:29.56Y"," 2","  7"
"203","D02NE      ","Wang"," Helen                 ","42","FF"," 5001","UNOV03262010"," 8:41.00Y","          8:23.24Y"," 6"," 10"
"204","D02NE      ","Wang"," Helen                 ","42","FF","  501","UNOV03262010","   41.00Y","            39.40Y"," 4"," 25"
"205","D02NE      ","Wang"," Helen                 ","42","FF","  503","UNOV03262010","   58.00Y","               DQY"," 5","  0"
"206","D02NE      ","Wang"," Helen                 ","42","FF"," 1005","UNOV03262010"," 1:51.00Y","          1:44.26Y"," 5"," 25"
"207","D02NE      ","Wang"," Helen                 ","42","FF"," 2001","UNOV03272010"," 3:21.00Y","          3:05.42Y"," 8"," 17"
"208","D02NE      ","Wang"," Helen                 ","42","FF"," 2002","UNOV03272010"," 4:18.00Y","          3:41.21Y"," 1"," 13"
"209","D02NE      ","Wang"," Helen                 ","42","FF","  502","UNOV03282010","   57.00Y","               DQY"," 2","  0"
"210","D02NE      ","Wang"," Helen                 ","42","FF"," 1001","UNOV03282010"," 1:21.00Y","          1:25.88Y"," 1"," 20"
"211","D02NE      ","Widnall"," William S          ","72","MM","10001","UNOV03202010","20:50.44Y","         22:04.16Y"," 3","  5"
